"","node","ethcat","agecat","treat","Trade_sex","Group_sex","degree","age.gp1","age.gp2","age.gp3","age.gp4","black","white","other","Tr","NoTr","Trade","NoTrade","Group","NoGroup"
"242",242,"white","age.gp2","Tr","NoTrade","Group",29,4,10,8,7,5,22,2,6,23,3,26,21,8
"243",243,"white","age.gp2","Tr","NoTrade","Group",17,1,8,4,4,2,13,2,7,10,4,13,13,4
"244",244,"white","age.gp2","Tr","NoTrade","Group",25,4,11,7,3,3,19,3,11,14,0,25,13,12
"245",245,"white","age.gp2","Tr","NoTrade","Group",24,5,7,4,8,2,18,4,6,18,1,23,15,9
"246",246,"white","age.gp2","Tr","NoTrade","Group",27,1,12,9,5,4,22,1,9,18,2,25,16,11
"247",247,"white","age.gp2","Tr","NoTrade","Group",26,1,15,6,4,1,19,6,12,14,0,26,19,7
"248",248,"white","age.gp2","Tr","NoTrade","Group",21,4,8,7,2,3,15,3,8,13,2,19,15,6
"249",249,"white","age.gp4","NoTr","NoTrade","NoGroup",6,0,2,0,4,0,5,1,1,5,0,6,5,1
"250",250,"white","age.gp4","NoTr","NoTrade","NoGroup",1,0,0,0,1,0,1,0,0,1,0,1,1,0
"251",251,"white","age.gp4","NoTr","NoTrade","NoGroup",1,0,0,1,0,0,1,0,0,1,1,0,1,0
"252",252,"white","age.gp4","NoTr","NoTrade","NoGroup",3,0,2,0,1,0,3,0,2,1,0,3,3,0
"253",253,"white","age.gp4","NoTr","NoTrade","NoGroup",4,1,1,0,2,0,3,1,1,3,0,4,3,1
"254",254,"white","age.gp4","NoTr","NoTrade","NoGroup",1,0,0,0,1,0,1,0,0,1,0,1,1,0
"255",255,"white","age.gp4","NoTr","NoTrade","NoGroup",13,2,4,1,6,2,9,2,3,10,0,13,9,4
"256",256,"white","age.gp4","NoTr","NoTrade","NoGroup",1,0,0,0,1,0,1,0,0,1,0,1,1,0
"257",257,"white","age.gp4","NoTr","NoTrade","NoGroup",1,0,0,0,1,0,1,0,0,1,0,1,1,0
"258",258,"white","age.gp4","NoTr","NoTrade","NoGroup",3,0,1,1,1,1,2,0,1,2,0,3,2,1
"259",259,"white","age.gp4","NoTr","NoTrade","NoGroup",7,0,0,0,7,0,7,0,4,3,0,7,5,2
"260",260,"white","age.gp4","NoTr","NoTrade","NoGroup",6,0,3,0,3,1,5,0,0,6,0,6,5,1
"261",261,"white","age.gp4","NoTr","NoTrade","NoGroup",5,0,0,1,4,1,4,0,0,5,0,5,3,2
"262",262,"white","age.gp4","NoTr","NoTrade","NoGroup",4,0,0,0,4,1,3,0,0,4,0,4,2,2
"263",263,"white","age.gp4","NoTr","NoTrade","NoGroup",9,1,0,0,8,1,7,1,2,7,0,9,6,3
"264",264,"white","age.gp4","NoTr","NoTrade","NoGroup",5,0,1,0,4,0,5,0,2,3,0,5,4,1
"265",265,"white","age.gp4","NoTr","NoTrade","NoGroup",6,1,0,2,3,0,5,1,2,4,0,6,6,0
"266",266,"white","age.gp4","NoTr","NoTrade","NoGroup",6,0,1,0,5,0,6,0,3,3,0,6,5,1
"267",267,"white","age.gp4","NoTr","NoTrade","NoGroup",4,1,0,1,2,0,4,0,1,3,0,4,2,2
"268",268,"white","age.gp4","NoTr","NoTrade","NoGroup",7,0,1,3,3,2,5,0,2,5,2,5,6,1
"269",269,"white","age.gp4","NoTr","NoTrade","NoGroup",1,0,0,1,0,0,1,0,1,0,0,1,0,1
"270",270,"white","age.gp4","NoTr","NoTrade","NoGroup",1,0,0,0,1,0,1,0,0,1,0,1,0,1
"271",271,"white","age.gp4","NoTr","NoTrade","NoGroup",6,1,1,0,4,1,4,1,2,4,1,5,4,2
"272",272,"white","age.gp4","NoTr","NoTrade","NoGroup",3,0,1,2,0,0,3,0,1,2,0,3,2,1
"273",273,"white","age.gp4","NoTr","NoTrade","NoGroup",10,0,4,2,4,1,9,0,2,8,0,10,4,6
"274",274,"white","age.gp4","NoTr","NoTrade","NoGroup",3,0,0,1,2,1,2,0,0,3,0,3,1,2
"275",275,"white","age.gp4","NoTr","NoTrade","NoGroup",1,0,0,0,1,0,1,0,1,0,0,1,1,0
"276",276,"white","age.gp4","NoTr","NoTrade","NoGroup",3,0,0,0,3,0,3,0,1,2,0,3,3,0
"277",277,"white","age.gp4","NoTr","NoTrade","NoGroup",1,0,0,0,1,0,1,0,0,1,0,1,1,0
"278",278,"white","age.gp4","NoTr","NoTrade","NoGroup",3,0,1,2,0,0,3,0,2,1,0,3,3,0
"279",279,"white","age.gp4","NoTr","NoTrade","NoGroup",5,1,0,1,3,0,5,0,2,3,0,5,3,2
"280",280,"white","age.gp4","NoTr","NoTrade","NoGroup",1,0,0,0,1,0,1,0,1,0,0,1,1,0
"281",281,"white","age.gp2","Tr","NoTrade","Group",17,1,8,6,2,1,15,1,9,8,0,17,13,4
"282",282,"white","age.gp2","Tr","NoTrade","Group",23,1,14,5,3,3,16,4,9,14,3,20,17,6
"283",283,"white","age.gp2","Tr","NoTrade","Group",20,1,10,5,4,2,17,1,8,12,2,18,13,7
"284",284,"white","age.gp2","Tr","NoTrade","Group",20,2,6,9,3,1,15,4,7,13,2,18,12,8
"285",285,"white","age.gp2","Tr","NoTrade","Group",20,1,11,4,4,2,14,4,8,12,0,20,13,7
"286",286,"white","age.gp1","NoTr","NoTrade","NoGroup",11,3,1,3,4,0,11,0,5,6,2,9,8,3
"287",287,"white","age.gp1","NoTr","NoTrade","NoGroup",12,8,1,2,1,1,7,4,4,8,1,11,4,8
"288",288,"white","age.gp1","NoTr","NoTrade","NoGroup",10,4,3,3,0,0,8,2,2,8,0,10,4,6
"289",289,"white","age.gp1","NoTr","NoTrade","NoGroup",8,7,0,1,0,3,2,3,0,8,1,7,2,6
"290",290,"white","age.gp1","NoTr","NoTrade","NoGroup",6,2,1,1,2,0,6,0,3,3,0,6,3,3
"291",291,"black","age.gp2","NoTr","NoTrade","Group",19,2,3,7,7,13,6,0,5,14,3,16,8,11
"292",292,"black","age.gp2","NoTr","NoTrade","Group",11,0,6,2,3,7,2,2,3,8,2,9,7,4
"293",293,"black","age.gp2","NoTr","NoTrade","Group",13,0,6,4,3,4,6,3,4,9,1,12,8,5
"294",294,"black","age.gp2","NoTr","NoTrade","Group",17,1,9,3,4,7,9,1,4,13,2,15,11,6
"295",295,"black","age.gp2","NoTr","NoTrade","Group",17,1,12,3,1,7,8,2,3,14,3,14,8,9
"296",296,"white","age.gp4","NoTr","NoTrade","Group",14,1,2,5,6,0,14,0,8,6,1,13,11,3
"297",297,"white","age.gp4","NoTr","NoTrade","Group",13,2,4,4,3,2,9,2,5,8,1,12,9,4
"298",298,"white","age.gp4","NoTr","NoTrade","Group",7,1,0,1,5,3,3,1,2,5,2,5,3,4
"299",299,"white","age.gp4","NoTr","NoTrade","Group",7,0,3,1,3,1,6,0,3,4,0,7,5,2
"300",300,"white","age.gp4","NoTr","NoTrade","Group",7,1,3,1,2,2,4,1,3,4,1,6,4,3
"301",301,"white","age.gp4","NoTr","NoTrade","Group",4,0,0,1,3,0,4,0,1,3,0,4,3,1
"302",302,"white","age.gp4","NoTr","NoTrade","Group",11,0,3,0,8,2,8,1,5,6,0,11,6,5
"303",303,"white","age.gp4","NoTr","NoTrade","Group",10,0,2,1,7,1,9,0,5,5,0,10,6,4
"304",304,"white","age.gp4","NoTr","NoTrade","Group",9,1,1,2,5,1,8,0,5,4,0,9,7,2
"305",305,"white","age.gp4","NoTr","NoTrade","Group",9,4,2,2,1,1,5,3,2,7,0,9,5,4
"306",306,"white","age.gp4","NoTr","NoTrade","Group",12,0,3,1,8,0,11,1,9,3,0,12,7,5
"307",307,"white","age.gp4","NoTr","NoTrade","Group",10,0,3,1,6,1,9,0,2,8,2,8,6,4
"308",308,"white","age.gp4","NoTr","NoTrade","Group",10,2,0,4,4,1,9,0,5,5,1,9,6,4
"309",309,"white","age.gp4","NoTr","NoTrade","Group",11,2,3,0,6,0,10,1,4,7,0,11,8,3
"310",310,"white","age.gp4","NoTr","NoTrade","Group",11,1,1,4,5,1,10,0,7,4,2,9,10,1
"311",311,"white","age.gp4","NoTr","NoTrade","Group",9,1,3,2,3,1,8,0,3,6,0,9,5,4
"312",312,"white","age.gp4","NoTr","NoTrade","Group",7,1,0,1,5,1,4,2,1,6,0,7,4,3
"313",313,"white","age.gp4","NoTr","NoTrade","Group",6,0,0,1,5,0,6,0,0,6,0,6,4,2
"314",314,"white","age.gp4","NoTr","NoTrade","Group",7,0,1,0,6,0,7,0,2,5,0,7,6,1
"315",315,"white","age.gp4","NoTr","NoTrade","Group",11,1,3,0,7,0,11,0,4,7,0,11,7,4
"316",316,"white","age.gp4","NoTr","NoTrade","Group",10,0,1,3,6,1,9,0,3,7,0,10,5,5
"317",317,"white","age.gp4","NoTr","NoTrade","Group",11,0,1,1,9,0,10,1,5,6,0,11,6,5
"318",318,"white","age.gp4","NoTr","NoTrade","Group",14,2,3,4,5,0,13,1,6,8,0,14,8,6
"319",319,"white","age.gp4","NoTr","NoTrade","Group",15,2,2,5,6,0,14,1,4,11,1,14,10,5
"320",320,"white","age.gp4","NoTr","NoTrade","Group",11,0,5,0,6,2,8,1,2,9,0,11,7,4
"321",321,"white","age.gp4","NoTr","NoTrade","Group",13,0,5,0,8,2,10,1,4,9,1,12,7,6
"322",322,"white","age.gp4","NoTr","NoTrade","Group",10,0,2,2,6,1,9,0,4,6,0,10,6,4
"323",323,"white","age.gp4","NoTr","NoTrade","Group",8,0,1,1,6,1,7,0,1,7,0,8,6,2
"324",324,"white","age.gp4","NoTr","NoTrade","Group",14,1,4,2,7,2,10,2,5,9,0,14,7,7
"325",325,"white","age.gp4","NoTr","NoTrade","Group",9,0,1,2,6,2,7,0,1,8,0,9,4,5
"326",326,"white","age.gp4","NoTr","NoTrade","Group",13,1,3,3,6,2,10,1,1,12,0,13,9,4
"327",327,"white","age.gp4","NoTr","NoTrade","Group",12,1,2,2,7,0,10,2,6,6,0,12,7,5
"328",328,"white","age.gp1","NoTr","NoTrade","NoGroup",9,3,3,2,1,1,5,3,4,5,0,9,4,5
"329",329,"white","age.gp1","NoTr","NoTrade","NoGroup",7,2,1,3,1,0,6,1,3,4,0,7,2,5
"330",330,"white","age.gp1","NoTr","NoTrade","NoGroup",7,4,3,0,0,0,6,1,4,3,0,7,4,3
"331",331,"white","age.gp1","NoTr","NoTrade","NoGroup",10,8,0,2,0,1,5,4,2,8,2,8,6,4
"332",332,"white","age.gp1","NoTr","NoTrade","NoGroup",10,4,2,3,1,0,8,2,5,5,1,9,8,2
"333",333,"white","age.gp2","Tr","NoTrade","NoGroup",11,0,6,3,2,1,7,3,5,6,1,10,5,6
"334",334,"white","age.gp2","Tr","NoTrade","NoGroup",11,1,5,4,1,1,8,2,4,7,0,11,3,8
"335",335,"white","age.gp2","Tr","NoTrade","NoGroup",17,3,6,0,8,1,13,3,4,13,1,16,13,4
"336",336,"white","age.gp2","Tr","NoTrade","NoGroup",13,1,3,5,4,0,11,2,4,9,2,11,8,5
"337",337,"white","age.gp2","Tr","NoTrade","NoGroup",8,1,5,1,1,1,7,0,4,4,0,8,5,3
"338",338,"white","age.gp1","NoTr","Trade","Group",20,10,3,4,3,2,14,4,5,15,2,18,11,9
"339",339,"white","age.gp1","NoTr","Trade","Group",18,11,2,0,5,0,14,4,7,11,1,17,13,5
"340",340,"white","age.gp1","NoTr","Trade","Group",17,12,2,1,2,3,12,2,9,8,1,16,5,12
"341",341,"white","age.gp1","NoTr","Trade","Group",21,11,5,5,0,0,12,9,10,11,4,17,12,9
"342",342,"white","age.gp1","NoTr","Trade","Group",24,12,5,5,2,3,18,3,9,15,3,21,13,11
"343",343,"white","age.gp2","NoTr","NoTrade","Group",18,1,8,7,2,1,15,2,10,8,1,17,11,7
"344",344,"white","age.gp2","NoTr","NoTrade","Group",23,1,10,4,8,4,17,2,4,19,5,18,15,8
"345",345,"white","age.gp2","NoTr","NoTrade","Group",19,1,11,4,3,2,15,2,6,13,1,18,10,9
"346",346,"white","age.gp2","NoTr","NoTrade","Group",24,1,14,5,4,1,21,2,16,8,1,23,21,3
"347",347,"white","age.gp2","NoTr","NoTrade","Group",25,2,10,4,9,6,17,2,7,18,2,23,17,8
"348",348,"black","age.gp4","NoTr","NoTrade","NoGroup",3,0,0,0,3,0,3,0,2,1,0,3,3,0
"349",349,"black","age.gp4","NoTr","NoTrade","NoGroup",6,0,2,1,3,1,4,1,2,4,1,5,5,1
"350",350,"black","age.gp4","NoTr","NoTrade","NoGroup",8,0,2,1,5,6,0,2,2,6,2,6,5,3
"351",351,"black","age.gp4","NoTr","NoTrade","NoGroup",4,0,1,0,3,3,1,0,0,4,0,4,1,3
"352",352,"black","age.gp4","NoTr","NoTrade","NoGroup",6,1,0,0,5,3,3,0,1,5,0,6,3,3
"353",353,"black","age.gp4","NoTr","NoTrade","NoGroup",4,0,0,2,2,3,1,0,0,4,1,3,3,1
"354",354,"black","age.gp4","NoTr","NoTrade","NoGroup",8,0,1,1,6,3,5,0,0,8,2,6,7,1
"355",355,"black","age.gp4","NoTr","NoTrade","NoGroup",3,0,0,0,3,2,1,0,0,3,0,3,0,3
"356",356,"black","age.gp4","NoTr","NoTrade","NoGroup",2,0,0,1,1,2,0,0,0,2,1,1,2,0
"357",357,"black","age.gp4","NoTr","NoTrade","NoGroup",1,0,1,0,0,0,1,0,0,1,0,1,1,0
"358",358,"black","age.gp4","NoTr","NoTrade","NoGroup",1,0,0,1,0,1,0,0,0,1,1,0,1,0
"359",359,"black","age.gp4","NoTr","NoTrade","NoGroup",1,1,0,0,0,1,0,0,1,0,1,0,1,0
"360",360,"black","age.gp4","NoTr","NoTrade","NoGroup",6,0,2,1,3,3,3,0,2,4,1,5,3,3
"361",361,"black","age.gp4","NoTr","NoTrade","NoGroup",1,0,1,0,0,1,0,0,0,1,0,1,1,0
"362",362,"black","age.gp4","NoTr","NoTrade","NoGroup",1,0,0,0,1,0,1,0,0,1,0,1,0,1
"363",363,"black","age.gp4","NoTr","NoTrade","NoGroup",3,0,2,0,1,2,0,1,1,2,0,3,1,2
"364",364,"black","age.gp4","NoTr","NoTrade","NoGroup",3,0,0,1,2,2,1,0,1,2,1,2,1,2
"365",365,"black","age.gp4","NoTr","NoTrade","NoGroup",1,0,0,0,1,1,0,0,0,1,0,1,0,1
"366",366,"black","age.gp4","NoTr","NoTrade","NoGroup",4,0,1,1,2,4,0,0,0,4,1,3,1,3
"367",367,"black","age.gp4","NoTr","NoTrade","NoGroup",1,0,0,1,0,0,1,0,1,0,0,1,1,0
"368",368,"black","age.gp4","NoTr","NoTrade","NoGroup",4,0,0,2,2,1,3,0,1,3,1,3,3,1
"369",369,"black","age.gp4","NoTr","NoTrade","NoGroup",1,0,0,0,1,0,1,0,1,0,0,1,1,0
"370",370,"black","age.gp4","NoTr","NoTrade","NoGroup",2,1,0,0,1,1,1,0,0,2,0,2,1,1
"371",371,"black","age.gp4","NoTr","NoTrade","NoGroup",4,1,0,0,3,1,3,0,1,3,1,3,3,1
"372",372,"black","age.gp4","NoTr","NoTrade","NoGroup",4,0,1,0,3,1,3,0,2,2,0,4,2,2
"373",373,"black","age.gp4","NoTr","NoTrade","NoGroup",2,0,0,1,1,2,0,0,0,2,1,1,1,1
"374",374,"black","age.gp4","NoTr","NoTrade","NoGroup",1,0,1,0,0,1,0,0,1,0,0,1,1,0
"375",375,"black","age.gp4","NoTr","NoTrade","NoGroup",1,0,0,1,0,0,1,0,0,1,0,1,1,0
"376",376,"black","age.gp4","NoTr","NoTrade","NoGroup",2,0,1,0,1,2,0,0,0,2,0,2,1,1
"377",377,"black","age.gp4","NoTr","NoTrade","NoGroup",1,0,0,0,1,0,1,0,1,0,0,1,1,0
"378",378,"black","age.gp4","NoTr","NoTrade","NoGroup",4,0,0,2,2,1,3,0,2,2,0,4,3,1
"379",379,"black","age.gp4","NoTr","NoTrade","NoGroup",1,0,0,1,0,1,0,0,0,1,0,1,0,1
"380",380,"black","age.gp4","NoTr","NoTrade","NoGroup",1,0,0,1,0,1,0,0,0,1,0,1,0,1
"381",381,"black","age.gp4","NoTr","NoTrade","NoGroup",1,0,0,0,1,0,1,0,0,1,0,1,1,0
"382",382,"black","age.gp4","NoTr","NoTrade","NoGroup",1,0,0,0,1,0,1,0,0,1,0,1,1,0
"383",383,"black","age.gp4","NoTr","NoTrade","NoGroup",12,1,3,4,4,7,4,1,3,9,5,7,8,4
"384",384,"black","age.gp4","NoTr","NoTrade","NoGroup",4,0,0,2,2,3,1,0,0,4,0,4,1,3
"385",385,"black","age.gp4","NoTr","NoTrade","NoGroup",3,0,0,0,3,1,2,0,2,1,0,3,2,1
"386",386,"black","age.gp4","NoTr","NoTrade","NoGroup",1,0,0,1,0,0,1,0,0,1,0,1,0,1
"387",387,"black","age.gp4","NoTr","NoTrade","NoGroup",1,0,0,0,1,1,0,0,0,1,0,1,0,1
"388",388,"black","age.gp4","NoTr","NoTrade","NoGroup",3,0,1,0,2,2,1,0,1,2,0,3,1,2
"389",389,"black","age.gp4","NoTr","NoTrade","NoGroup",5,1,2,0,2,2,3,0,0,5,1,4,3,2
"390",390,"black","age.gp4","NoTr","NoTrade","NoGroup",3,0,1,0,2,2,1,0,0,3,1,2,1,2
"391",391,"black","age.gp4","NoTr","NoTrade","NoGroup",2,0,0,1,1,1,1,0,1,1,0,2,1,1
"392",392,"black","age.gp4","NoTr","NoTrade","NoGroup",1,0,0,1,0,0,1,0,0,1,0,1,1,0
"393",393,"black","age.gp4","NoTr","NoTrade","NoGroup",1,0,0,0,1,0,1,0,1,0,0,1,1,0
"394",394,"black","age.gp4","NoTr","NoTrade","NoGroup",5,0,2,2,1,3,1,1,2,3,0,5,2,3
"395",395,"black","age.gp4","NoTr","NoTrade","NoGroup",5,0,1,3,1,2,3,0,1,4,1,4,1,4
"396",396,"black","age.gp4","NoTr","NoTrade","NoGroup",5,0,1,1,3,3,2,0,0,5,3,2,4,1
"397",397,"black","age.gp4","NoTr","NoTrade","NoGroup",1,0,0,0,1,1,0,0,0,1,0,1,1,0
"398",398,"black","age.gp4","NoTr","NoTrade","NoGroup",1,0,0,0,1,1,0,0,0,1,0,1,0,1
"399",399,"black","age.gp4","NoTr","NoTrade","NoGroup",5,0,1,1,3,2,3,0,1,4,1,4,3,2
"400",400,"black","age.gp4","NoTr","NoTrade","NoGroup",1,0,0,0,1,0,1,0,0,1,0,1,1,0
"401",401,"black","age.gp4","NoTr","NoTrade","NoGroup",6,0,0,2,4,3,3,0,1,5,0,6,2,4
"402",402,"black","age.gp4","NoTr","NoTrade","NoGroup",3,0,0,1,2,2,1,0,1,2,0,3,2,1
"403",403,"black","age.gp4","NoTr","NoTrade","NoGroup",1,0,0,1,0,1,0,0,0,1,0,1,0,1
"404",404,"black","age.gp4","NoTr","NoTrade","NoGroup",1,0,0,0,1,1,0,0,0,1,0,1,0,1
"405",405,"black","age.gp4","NoTr","NoTrade","NoGroup",8,2,2,0,4,6,1,1,3,5,3,5,6,2
"406",406,"black","age.gp4","NoTr","NoTrade","NoGroup",2,1,1,0,0,1,1,0,0,2,0,2,2,0
"407",407,"black","age.gp4","NoTr","NoTrade","NoGroup",3,0,1,0,2,2,1,0,0,3,1,2,2,1
"408",408,"white","age.gp2","Tr","Trade","Group",22,2,10,7,3,3,17,2,9,13,3,19,17,5
"409",409,"white","age.gp2","Tr","Trade","Group",24,3,15,3,3,2,19,3,10,14,0,24,14,10
"410",410,"white","age.gp2","Tr","Trade","Group",20,3,8,3,6,2,16,2,7,13,0,20,15,5
"411",411,"white","age.gp2","Tr","Trade","Group",21,4,9,5,3,0,18,3,7,14,0,21,11,10
"412",412,"white","age.gp2","Tr","Trade","Group",18,1,6,8,3,1,16,1,7,11,1,17,11,7
"413",413,"white","age.gp4","NoTr","NoTrade","NoGroup",3,0,2,1,0,1,1,1,2,1,1,2,2,1
"414",414,"white","age.gp4","NoTr","NoTrade","NoGroup",1,0,1,0,0,0,0,1,1,0,0,1,1,0
"415",415,"white","age.gp4","NoTr","NoTrade","NoGroup",2,0,1,0,1,0,2,0,2,0,0,2,1,1
"416",416,"white","age.gp4","NoTr","NoTrade","NoGroup",7,1,0,1,5,0,7,0,2,5,0,7,2,5
"417",417,"white","age.gp4","NoTr","NoTrade","NoGroup",4,0,0,2,2,1,3,0,1,3,1,3,4,0
"418",418,"white","age.gp4","NoTr","NoTrade","NoGroup",6,0,2,1,3,0,6,0,1,5,0,6,6,0
"419",419,"white","age.gp4","NoTr","NoTrade","NoGroup",1,0,0,0,1,0,1,0,1,0,0,1,1,0
"420",420,"white","age.gp4","NoTr","NoTrade","NoGroup",1,0,1,0,0,0,1,0,0,1,0,1,1,0
"421",421,"white","age.gp4","NoTr","NoTrade","NoGroup",1,0,1,0,0,0,1,0,0,1,0,1,1,0
"422",422,"white","age.gp4","NoTr","NoTrade","NoGroup",5,0,1,2,2,2,3,0,1,4,0,5,3,2
"423",423,"white","age.gp4","NoTr","NoTrade","NoGroup",2,0,1,1,0,0,2,0,0,2,0,2,0,2
"424",424,"white","age.gp4","NoTr","NoTrade","NoGroup",1,0,0,0,1,0,1,0,0,1,0,1,1,0
"425",425,"white","age.gp4","NoTr","NoTrade","NoGroup",4,0,2,2,0,0,3,1,1,3,1,3,3,1
"426",426,"white","age.gp4","NoTr","NoTrade","NoGroup",1,0,0,0,1,0,1,0,0,1,0,1,1,0
"427",427,"white","age.gp4","NoTr","NoTrade","NoGroup",1,0,0,1,0,0,1,0,1,0,0,1,1,0
"428",428,"white","age.gp4","NoTr","NoTrade","NoGroup",8,0,5,1,2,0,8,0,6,2,0,8,7,1
"429",429,"white","age.gp4","NoTr","NoTrade","NoGroup",1,0,0,0,1,0,1,0,1,0,0,1,1,0
"430",430,"white","age.gp4","NoTr","NoTrade","NoGroup",1,0,0,0,1,0,1,0,0,1,0,1,0,1
"431",431,"white","age.gp4","NoTr","NoTrade","NoGroup",7,0,1,2,4,2,4,1,0,7,0,7,3,4
"432",432,"white","age.gp4","NoTr","NoTrade","NoGroup",3,0,2,1,0,0,3,0,3,0,0,3,3,0
"433",433,"white","age.gp4","NoTr","NoTrade","NoGroup",1,0,0,0,1,0,1,0,0,1,0,1,0,1
"434",434,"white","age.gp4","NoTr","NoTrade","NoGroup",1,0,0,0,1,0,1,0,0,1,0,1,1,0
"435",435,"white","age.gp4","NoTr","NoTrade","NoGroup",1,0,0,0,1,0,1,0,1,0,0,1,1,0
"436",436,"white","age.gp4","NoTr","NoTrade","NoGroup",4,0,0,1,3,1,3,0,3,1,0,4,4,0
"437",437,"white","age.gp4","NoTr","NoTrade","NoGroup",1,0,0,0,1,0,1,0,0,1,1,0,0,1
"438",438,"white","age.gp4","NoTr","NoTrade","NoGroup",1,0,0,0,1,0,1,0,0,1,0,1,1,0
"439",439,"white","age.gp4","NoTr","NoTrade","NoGroup",3,2,0,0,1,0,2,1,0,3,0,3,1,2
"440",440,"white","age.gp4","NoTr","NoTrade","NoGroup",5,0,0,0,5,0,5,0,1,4,0,5,2,3
"441",441,"white","age.gp4","NoTr","NoTrade","NoGroup",4,0,1,1,2,1,3,0,0,4,0,4,3,1
"442",442,"white","age.gp4","NoTr","NoTrade","NoGroup",3,1,0,0,2,0,1,2,0,3,0,3,2,1
"443",443,"white","age.gp4","NoTr","NoTrade","NoGroup",6,1,3,0,2,0,5,1,5,1,0,6,4,2
"444",444,"white","age.gp4","NoTr","NoTrade","NoGroup",1,0,0,0,1,0,1,0,0,1,0,1,1,0
"445",445,"black","age.gp3","NoTr","NoTrade","NoGroup",3,0,1,2,0,1,2,0,1,2,1,2,2,1
"446",446,"black","age.gp3","NoTr","NoTrade","NoGroup",9,2,4,1,2,4,5,0,5,4,3,6,5,4
"447",447,"black","age.gp3","NoTr","NoTrade","NoGroup",5,1,1,2,1,3,1,1,0,5,1,4,2,3
"448",448,"black","age.gp3","NoTr","NoTrade","NoGroup",14,2,3,1,8,7,5,2,4,10,2,12,9,5
"449",449,"black","age.gp3","NoTr","NoTrade","NoGroup",7,0,1,4,2,4,3,0,2,5,1,6,5,2
"450",450,"black","age.gp3","NoTr","NoTrade","NoGroup",7,3,2,1,1,2,5,0,3,4,1,6,4,3
"451",451,"black","age.gp3","NoTr","NoTrade","NoGroup",8,0,5,1,2,3,5,0,1,7,0,8,7,1
"452",452,"black","age.gp3","NoTr","NoTrade","NoGroup",6,0,2,4,0,4,2,0,2,4,0,6,5,1
"453",453,"black","age.gp3","NoTr","NoTrade","NoGroup",6,0,2,3,1,4,2,0,1,5,1,5,4,2
"454",454,"black","age.gp3","NoTr","NoTrade","NoGroup",4,1,2,0,1,3,1,0,1,3,2,2,2,2
"455",455,"black","age.gp3","NoTr","NoTrade","NoGroup",3,0,1,1,1,3,0,0,1,2,1,2,2,1
"456",456,"black","age.gp3","NoTr","NoTrade","NoGroup",7,1,1,4,1,5,2,0,2,5,3,4,3,4
"457",457,"black","age.gp3","NoTr","NoTrade","NoGroup",5,2,2,0,1,2,3,0,2,3,1,4,3,2
"458",458,"black","age.gp3","NoTr","NoTrade","NoGroup",6,0,0,5,1,4,2,0,0,6,1,5,2,4
"459",459,"white","age.gp1","NoTr","NoTrade","NoGroup",7,6,1,0,0,0,5,2,0,7,1,6,3,4
"460",460,"white","age.gp1","NoTr","NoTrade","NoGroup",11,5,1,2,3,0,9,2,8,3,0,11,8,3
"461",461,"white","age.gp1","NoTr","NoTrade","NoGroup",14,4,2,3,5,1,11,2,5,9,3,11,9,5
"462",462,"white","age.gp1","NoTr","NoTrade","NoGroup",11,6,0,5,0,0,11,0,2,9,1,10,7,4
"463",463,"white","age.gp1","NoTr","NoTrade","NoGroup",8,2,5,1,0,1,5,2,2,6,0,8,5,3
"464",464,"black","age.gp3","NoTr","Trade","Group",11,2,4,2,3,7,3,1,1,10,2,9,5,6
"465",465,"black","age.gp3","NoTr","Trade","Group",16,0,7,6,3,12,4,0,4,12,0,16,7,9
"466",466,"black","age.gp3","NoTr","Trade","Group",12,2,3,1,6,3,7,2,3,9,1,11,8,4
"467",467,"black","age.gp3","NoTr","Trade","Group",10,1,2,2,5,4,4,2,3,7,0,10,3,7
"468",468,"black","age.gp3","NoTr","Trade","Group",15,0,4,6,5,6,9,0,6,9,2,13,10,5
"469",469,"black","age.gp3","NoTr","Trade","Group",14,1,7,3,3,12,2,0,2,12,4,10,6,8
"470",470,"black","age.gp3","NoTr","Trade","Group",14,1,4,5,4,4,10,0,4,10,3,11,6,8
"471",471,"black","age.gp3","NoTr","Trade","Group",13,0,7,2,4,5,7,1,4,9,2,11,4,9
"472",472,"black","age.gp3","NoTr","Trade","Group",16,1,8,5,2,5,8,3,7,9,2,14,6,10
"473",473,"black","age.gp3","NoTr","Trade","Group",10,0,4,2,4,6,4,0,3,7,1,9,6,4
"474",474,"black","age.gp3","NoTr","Trade","Group",9,0,5,3,1,6,2,1,1,8,0,9,3,6
"475",475,"black","age.gp3","NoTr","Trade","Group",15,2,6,4,3,13,2,0,5,10,4,11,9,6
"476",476,"black","age.gp3","NoTr","Trade","Group",15,3,5,3,4,7,7,1,4,11,3,12,9,6
"477",477,"black","age.gp3","NoTr","Trade","Group",15,1,4,6,4,7,8,0,2,13,2,13,9,6
"478",478,"black","age.gp4","NoTr","NoTrade","NoGroup",4,0,1,0,3,1,3,0,1,3,0,4,3,1
"479",479,"black","age.gp4","NoTr","NoTrade","NoGroup",4,0,0,1,3,1,3,0,1,3,0,4,4,0
"480",480,"black","age.gp4","NoTr","NoTrade","NoGroup",1,0,0,0,1,1,0,0,0,1,0,1,0,1
"481",481,"black","age.gp4","NoTr","NoTrade","NoGroup",6,0,3,0,3,1,5,0,2,4,0,6,6,0
