,Unnamed: 0,node,ethcat,agecat,treat,Trade_sex,Group_sex,degree,age.gp1,age.gp2,age.gp3,age.gp4,black,white,other,Tr,NoTr,Trade,NoTrade,Group,NoGroup
447,448,448,black,age.gp3,NoTr,NoTrade,NoGroup,14,2,3,1,8,7,5,2,4,10,2,12,9,5
2926,2927,2927,white,age.gp4,NoTr,NoTrade,Group,6,0,3,1,2,1,5,0,2,4,2,4,4,2
32,33,33,black,age.gp4,NoTr,Trade,NoGroup,3,0,2,0,1,1,2,0,1,2,0,3,3,0
2053,2054,2054,white,age.gp4,Tr,NoTrade,Group,21,3,4,4,10,2,16,3,2,19,3,18,13,8
2742,2743,2743,white,age.gp2,NoTr,NoTrade,Group,19,0,9,4,6,2,17,0,10,9,2,17,13,6
33,34,34,black,age.gp4,NoTr,Trade,NoGroup,3,0,1,0,2,2,0,1,1,2,0,3,1,2
851,852,852,other,age.gp2,Tr,NoTrade,Group,10,0,3,4,3,1,9,0,4,6,1,9,8,2
1043,1044,1044,black,age.gp4,NoTr,NoTrade,NoGroup,1,0,0,0,1,1,0,0,0,1,1,0,0,1
34,35,35,black,age.gp4,NoTr,Trade,NoGroup,2,0,1,0,1,0,2,0,0,2,0,2,2,0
837,838,838,white,age.gp2,NoTr,NoTrade,Group,25,0,11,7,7,3,21,1,11,14,3,22,17,8
1290,1291,1291,white,age.gp4,NoTr,NoTrade,Group,9,0,3,1,5,1,7,1,6,3,1,8,6,3
35,36,36,black,age.gp4,NoTr,Trade,NoGroup,6,0,2,1,3,4,2,0,2,4,1,5,2,4
47,48,48,black,age.gp4,NoTr,Trade,NoGroup,4,0,1,1,2,2,2,0,1,3,1,3,2,2
282,283,283,white,age.gp2,Tr,NoTrade,Group,20,1,10,5,4,2,17,1,8,12,2,18,13,7
389,390,390,black,age.gp4,NoTr,NoTrade,NoGroup,3,0,1,0,2,2,1,0,0,3,1,2,1,2
738,739,739,black,age.gp4,NoTr,NoTrade,NoGroup,5,0,0,0,5,5,0,0,0,5,1,4,0,5
966,967,967,white,age.gp2,Tr,NoTrade,Group,22,2,9,3,8,3,18,1,9,13,1,21,16,6
36,37,37,black,age.gp4,NoTr,Trade,NoGroup,1,0,0,1,0,0,1,0,1,0,0,1,1,0
2330,2331,2331,white,age.gp3,Tr,NoTrade,Group,24,4,6,9,5,2,19,3,8,16,3,21,14,10
37,38,38,black,age.gp4,NoTr,Trade,NoGroup,2,1,1,0,0,2,0,0,0,2,0,2,1,1
1905,1906,1906,black,age.gp1,NoTr,NoTrade,NoGroup,10,4,2,1,3,8,2,0,3,7,2,8,4,6
2349,2350,2350,black,age.gp2,NoTr,NoTrade,Group,14,0,6,4,4,4,9,1,4,10,1,13,8,6
38,39,39,black,age.gp4,NoTr,Trade,NoGroup,1,0,0,0,1,1,0,0,0,1,0,1,0,1
483,484,484,black,age.gp4,NoTr,NoTrade,NoGroup,5,0,3,0,2,2,1,2,1,4,2,3,1,4
39,40,40,black,age.gp4,NoTr,Trade,NoGroup,3,0,0,0,3,2,1,0,0,3,0,3,2,1
1348,1349,1349,black,age.gp4,NoTr,NoTrade,Group,14,0,4,2,8,9,4,1,1,13,1,13,5,9
1838,1839,1839,black,age.gp4,NoTr,NoTrade,NoGroup,1,0,0,0,1,1,0,0,0,1,1,0,0,1
1938,1939,1939,white,age.gp4,NoTr,NoTrade,Group,9,1,1,1,6,2,6,1,3,6,1,8,6,3
40,41,41,black,age.gp4,NoTr,Trade,NoGroup,2,0,0,1,1,1,1,0,0,2,1,1,2,0
471,472,472,black,age.gp3,NoTr,Trade,Group,16,1,8,5,2,5,8,3,7,9,2,14,6,10
2932,2933,2933,white,age.gp4,NoTr,NoTrade,Group,5,0,0,0,5,1,4,0,2,3,1,4,4,1
41,42,42,black,age.gp4,NoTr,Trade,NoGroup,1,0,0,0,1,0,1,0,1,0,0,1,1,0
2242,2243,2243,white,age.gp4,Tr,NoTrade,Group,17,1,1,5,10,3,13,1,1,16,1,16,9,8
42,43,43,black,age.gp4,NoTr,Trade,NoGroup,4,0,0,0,4,2,2,0,0,4,0,4,3,1
1048,1049,1049,black,age.gp4,NoTr,NoTrade,NoGroup,6,0,0,2,4,2,4,0,2,4,1,5,2,4
1354,1355,1355,black,age.gp4,NoTr,NoTrade,Group,12,2,2,2,6,5,7,0,4,8,2,10,9,3
1952,1953,1953,white,age.gp4,NoTr,NoTrade,Group,12,1,4,1,6,2,9,1,3,9,2,10,9,3
43,44,44,black,age.gp4,NoTr,Trade,NoGroup,6,0,2,3,1,2,4,0,3,3,0,6,4,2
1616,1617,1617,white,age.gp3,Tr,NoTrade,NoGroup,12,0,5,3,4,2,9,1,4,8,1,11,8,4
1741,1742,1742,white,age.gp3,Tr,NoTrade,Group,13,1,5,2,5,1,9,3,4,9,1,12,10,3
1960,1961,1961,white,age.gp4,NoTr,NoTrade,Group,10,0,4,0,6,3,7,0,3,7,1,9,5,5
2094,2095,2095,black,age.gp3,NoTr,NoTrade,NoGroup,8,1,3,3,1,2,6,0,2,6,3,5,4,4
44,45,45,black,age.gp4,NoTr,Trade,NoGroup,3,0,1,0,2,1,2,0,1,2,0,3,2,1
1250,1251,1251,white,age.gp2,Tr,NoTrade,Group,27,5,12,7,3,2,19,6,7,20,1,26,15,12
2003,2004,2004,black,age.gp4,NoTr,NoTrade,NoGroup,6,0,2,0,4,1,5,0,2,4,1,5,1,5
2933,2934,2934,white,age.gp4,NoTr,NoTrade,Group,17,1,3,6,7,4,12,1,4,13,2,15,11,6
45,46,46,black,age.gp4,NoTr,Trade,NoGroup,6,0,4,0,2,4,1,1,1,5,1,5,2,4
238,239,239,white,age.gp2,Tr,NoTrade,Group,23,2,12,3,6,1,21,1,12,11,2,21,10,13
363,364,364,black,age.gp4,NoTr,NoTrade,NoGroup,3,0,0,1,2,2,1,0,1,2,1,2,1,2
1664,1665,1665,other,age.gp2,NoTr,NoTrade,NoGroup,7,0,3,1,3,2,5,0,2,5,1,6,2,5
2207,2208,2208,black,age.gp2,NoTr,Trade,Group,21,1,8,6,6,12,8,1,6,15,3,18,11,10
46,47,47,black,age.gp4,NoTr,Trade,NoGroup,1,0,0,0,1,0,1,0,0,1,0,1,1,0
2944,2945,2945,white,age.gp4,NoTr,NoTrade,Group,7,0,2,1,4,2,5,0,0,7,1,6,4,3
247,248,248,white,age.gp2,Tr,NoTrade,Group,21,4,8,7,2,3,15,3,8,13,2,19,15,6
1837,1838,1838,black,age.gp4,NoTr,NoTrade,NoGroup,4,0,0,0,4,2,2,0,1,3,1,3,2,2
1856,1857,1857,white,age.gp3,NoTr,NoTrade,Group,21,3,9,5,4,3,15,3,6,15,2,19,12,9
48,49,49,black,age.gp4,NoTr,Trade,NoGroup,1,1,0,0,0,1,0,0,0,1,0,1,0,1
49,50,50,white,age.gp2,Tr,NoTrade,Group,27,5,7,10,5,2,22,3,13,14,5,22,22,5
141,142,142,white,age.gp3,NoTr,NoTrade,Group,13,1,2,7,3,1,11,1,4,9,1,12,10,3
142,143,143,white,age.gp3,NoTr,NoTrade,Group,21,2,10,6,3,0,20,1,7,14,1,20,15,6
341,342,342,white,age.gp1,NoTr,Trade,Group,24,12,5,5,2,3,18,3,9,15,3,21,13,11
635,636,636,other,age.gp1,NoTr,Trade,Group,11,2,7,2,0,1,10,0,4,7,3,8,9,2
710,711,711,white,age.gp2,Tr,NoTrade,Group,12,0,7,3,2,1,9,2,6,6,1,11,8,4
842,843,843,white,age.gp2,Tr,NoTrade,NoGroup,10,1,2,3,4,1,9,0,4,6,1,9,8,2
857,858,858,other,age.gp2,Tr,NoTrade,Group,14,0,9,4,1,5,9,0,7,7,0,14,7,7
873,874,874,white,age.gp3,NoTr,Trade,Group,18,2,6,4,6,1,15,2,6,12,0,18,10,8
897,898,898,other,age.gp1,Tr,NoTrade,NoGroup,5,1,2,1,1,0,5,0,1,4,1,4,5,0
953,954,954,white,age.gp3,Tr,NoTrade,Group,22,2,6,6,8,3,19,0,7,15,0,22,11,11
1325,1326,1326,white,age.gp3,NoTr,NoTrade,NoGroup,5,0,4,0,1,0,3,2,3,2,0,5,4,1
1419,1420,1420,white,age.gp2,NoTr,NoTrade,Group,14,1,10,0,3,1,12,1,6,8,1,13,9,5
1572,1573,1573,white,age.gp4,Tr,NoTrade,Group,17,1,4,3,9,1,15,1,6,11,2,15,15,2
1847,1848,1848,black,age.gp3,NoTr,NoTrade,NoGroup,16,1,8,1,6,8,5,3,5,11,0,16,4,12
2043,2044,2044,white,age.gp4,Tr,NoTrade,Group,14,1,3,5,5,2,12,0,3,11,1,13,9,5
2073,2074,2074,white,age.gp3,Tr,NoTrade,Group,18,2,5,6,5,2,14,2,6,12,1,17,11,7
2210,2211,2211,black,age.gp2,NoTr,Trade,Group,21,2,7,7,5,14,6,1,6,15,4,17,11,10
2243,2244,2244,white,age.gp4,Tr,NoTrade,Group,15,0,3,2,10,2,12,1,8,7,1,14,10,5
2257,2258,2258,white,age.gp4,Tr,NoTrade,Group,14,0,4,2,8,3,11,0,3,11,0,14,8,6
2385,2386,2386,white,age.gp2,Tr,NoTrade,Group,23,3,10,6,4,0,19,4,8,15,3,20,13,10
2415,2416,2416,white,age.gp3,NoTr,Trade,Group,14,0,6,5,3,1,12,1,8,6,1,13,9,5
2740,2741,2741,white,age.gp2,Tr,NoTrade,Group,17,1,8,5,3,3,12,2,7,10,0,17,13,4
2756,2757,2757,white,age.gp3,NoTr,NoTrade,NoGroup,5,0,1,2,2,2,3,0,1,4,0,5,3,2
2871,2872,2872,white,age.gp1,NoTr,NoTrade,Group,27,7,7,7,6,1,23,3,10,17,3,24,14,13
2973,2974,2974,white,age.gp1,NoTr,NoTrade,Group,19,8,4,6,1,1,17,1,4,15,2,17,7,12
50,51,51,white,age.gp2,Tr,NoTrade,Group,16,1,7,5,3,3,11,2,3,13,2,14,10,6
734,735,735,black,age.gp4,NoTr,NoTrade,NoGroup,1,0,1,0,0,0,1,0,1,0,0,1,1,0
822,823,823,white,age.gp3,NoTr,NoTrade,NoGroup,12,2,5,4,1,1,9,2,4,8,0,12,8,4
839,840,840,white,age.gp2,NoTr,NoTrade,Group,27,2,14,6,5,3,22,2,16,11,2,25,22,5
1018,1019,1019,white,age.gp2,NoTr,Trade,Group,18,1,10,5,2,1,16,1,8,10,1,17,10,8
1549,1550,1550,white,age.gp3,NoTr,NoTrade,Group,17,4,6,3,4,4,12,1,5,12,0,17,12,5
1663,1664,1664,other,age.gp2,NoTr,NoTrade,NoGroup,9,1,4,3,1,0,8,1,6,3,0,9,6,3
1749,1750,1750,black,age.gp4,NoTr,NoTrade,NoGroup,1,0,1,0,0,0,1,0,1,0,0,1,1,0
2045,2046,2046,white,age.gp4,Tr,NoTrade,Group,11,1,3,1,6,2,9,0,4,7,0,11,5,6
2130,2131,2131,white,age.gp3,NoTr,NoTrade,Group,21,3,8,5,5,3,14,4,7,14,1,20,14,7
2475,2476,2476,white,age.gp2,Tr,NoTrade,Group,20,1,10,6,3,1,17,2,8,12,0,20,15,5
2477,2478,2478,other,age.gp1,NoTr,NoTrade,NoGroup,3,1,2,0,0,0,3,0,2,1,0,3,1,2
2744,2745,2745,white,age.gp2,NoTr,NoTrade,Group,22,0,13,8,1,2,18,2,10,12,2,20,16,6
2838,2839,2839,black,age.gp2,NoTr,NoTrade,NoGroup,1,0,1,0,0,0,1,0,1,0,0,1,1,0
2959,2960,2960,white,age.gp2,NoTr,NoTrade,Group,29,1,15,8,5,3,21,5,12,17,2,27,18,11
51,52,52,white,age.gp2,Tr,NoTrade,Group,25,4,8,5,8,0,22,3,8,17,1,24,19,6
790,791,791,white,age.gp4,NoTr,NoTrade,NoGroup,6,0,2,1,3,0,5,1,2,4,0,6,4,2
1008,1009,1009,white,age.gp1,Tr,NoTrade,NoGroup,12,4,1,5,2,0,11,1,5,7,2,10,10,2
1097,1098,1098,white,age.gp2,NoTr,NoTrade,Group,21,0,14,2,5,0,21,0,7,14,2,19,18,3
1258,1259,1259,white,age.gp1,Tr,Trade,Group,21,10,4,4,3,5,13,3,3,18,1,20,9,12
1407,1408,1408,white,age.gp3,NoTr,NoTrade,Group,22,0,9,6,7,1,16,5,8,14,2,20,16,6
1547,1548,1548,white,age.gp3,NoTr,NoTrade,Group,19,1,8,2,8,4,11,4,11,8,1,18,12,7
1565,1566,1566,white,age.gp4,Tr,NoTrade,Group,10,0,3,3,4,2,8,0,2,8,0,10,6,4
1583,1584,1584,white,age.gp4,Tr,NoTrade,Group,19,1,3,4,11,0,17,2,6,13,2,17,13,6
1620,1621,1621,white,age.gp2,Tr,NoTrade,Group,20,3,7,8,2,1,18,1,6,14,2,18,12,8
1720,1721,1721,white,age.gp2,NoTr,NoTrade,Group,23,4,16,1,2,1,15,7,9,14,0,23,17,6
1888,1889,1889,other,age.gp1,NoTr,NoTrade,Group,10,5,3,0,2,0,10,0,6,4,0,10,5,5
2192,2193,2193,white,age.gp4,NoTr,NoTrade,NoGroup,8,1,1,4,2,1,7,0,2,6,1,7,4,4
2290,2291,2291,other,age.gp2,Tr,NoTrade,Group,7,1,5,1,0,1,6,0,3,4,0,7,5,2
2322,2323,2323,white,age.gp1,NoTr,NoTrade,NoGroup,7,2,1,2,2,1,6,0,3,4,0,7,2,5
2520,2521,2521,white,age.gp2,Tr,NoTrade,Group,35,6,16,9,4,0,31,4,13,22,3,32,27,8
2598,2599,2599,white,age.gp3,NoTr,NoTrade,Group,18,3,6,4,5,0,18,0,9,9,1,17,14,4
2601,2602,2602,white,age.gp3,NoTr,NoTrade,Group,22,4,7,6,5,0,21,1,12,10,2,20,17,5
2624,2625,2625,white,age.gp4,NoTr,NoTrade,NoGroup,3,0,3,0,0,0,2,1,1,2,0,3,2,1
2706,2707,2707,white,age.gp4,NoTr,NoTrade,Group,11,1,3,2,5,2,9,0,5,6,0,11,6,5
2782,2783,2783,white,age.gp3,NoTr,NoTrade,Group,13,2,7,0,4,2,10,1,6,7,1,12,6,7
2816,2817,2817,other,age.gp2,NoTr,NoTrade,NoGroup,5,0,4,0,1,0,5,0,4,1,0,5,3,2
2923,2924,2924,white,age.gp4,NoTr,NoTrade,Group,12,1,3,3,5,0,12,0,2,10,0,12,8,4
2946,2947,2947,white,age.gp4,NoTr,NoTrade,Group,14,0,1,4,9,4,10,0,4,10,0,14,10,4
2960,2961,2961,white,age.gp2,NoTr,NoTrade,Group,18,2,8,5,3,0,16,2,8,10,0,18,13,5
52,53,53,white,age.gp2,Tr,NoTrade,Group,24,3,6,9,6,3,19,2,8,16,0,24,15,9
73,74,74,white,age.gp4,NoTr,NoTrade,Group,11,0,4,3,4,1,10,0,8,3,0,11,9,2
95,96,96,white,age.gp3,NoTr,NoTrade,Group,14,1,8,3,2,2,10,2,7,7,1,13,13,1
186,187,187,white,age.gp3,Tr,NoTrade,NoGroup,5,0,4,1,0,0,4,1,3,2,0,5,2,3
344,345,345,white,age.gp2,NoTr,NoTrade,Group,19,1,11,4,3,2,15,2,6,13,1,18,10,9
489,490,490,black,age.gp4,NoTr,NoTrade,NoGroup,1,0,1,0,0,0,1,0,1,0,0,1,1,0
522,523,523,black,age.gp3,NoTr,NoTrade,NoGroup,10,0,5,2,3,3,6,1,4,6,0,10,6,4
951,952,952,white,age.gp3,Tr,NoTrade,Group,12,3,4,1,4,1,10,1,5,7,0,12,9,3
952,953,953,white,age.gp3,Tr,NoTrade,Group,26,3,14,7,2,2,22,2,12,14,3,23,19,7
1381,1382,1382,white,age.gp1,NoTr,NoTrade,NoGroup,12,4,3,4,1,0,9,3,4,8,1,11,6,6
1556,1557,1557,white,age.gp3,NoTr,NoTrade,Group,16,1,6,5,4,5,8,3,6,10,1,15,11,5
1711,1712,1712,white,age.gp2,Tr,NoTrade,Group,27,4,9,8,6,0,25,2,12,15,0,27,19,8
1779,1780,1780,white,age.gp4,Tr,NoTrade,Group,12,1,3,2,6,3,8,1,4,8,1,11,8,4
1868,1869,1869,other,age.gp1,NoTr,NoTrade,Group,5,2,2,1,0,1,4,0,2,3,0,5,2,3
1875,1876,1876,other,age.gp1,NoTr,NoTrade,Group,8,2,2,2,2,2,5,1,5,3,0,8,5,3
1968,1969,1969,white,age.gp4,Tr,NoTrade,NoGroup,12,1,2,1,8,0,12,0,7,5,1,11,11,1
2109,2110,2110,white,age.gp2,NoTr,NoTrade,NoGroup,11,1,6,4,0,0,11,0,7,4,1,10,7,4
2314,2315,2315,white,age.gp2,Tr,NoTrade,NoGroup,12,1,4,3,4,0,10,2,5,7,0,12,11,1
2341,2342,2342,white,age.gp2,Tr,NoTrade,Group,26,2,10,5,9,4,18,4,6,20,1,25,13,13
2406,2407,2407,white,age.gp3,NoTr,NoTrade,NoGroup,8,0,2,5,1,1,7,0,4,4,0,8,6,2
2607,2608,2608,black,age.gp2,NoTr,NoTrade,Group,13,2,5,4,2,8,3,2,2,11,1,12,7,6
2669,2670,2670,white,age.gp3,NoTr,NoTrade,NoGroup,1,0,1,0,0,0,1,0,1,0,0,1,1,0
2719,2720,2720,white,age.gp4,NoTr,NoTrade,Group,11,0,2,1,8,0,10,1,6,5,0,11,8,3
2773,2774,2774,white,age.gp3,NoTr,NoTrade,Group,15,3,5,2,5,4,11,0,7,8,1,14,9,6
184,185,185,white,age.gp3,Tr,NoTrade,NoGroup,14,2,5,3,4,1,12,1,6,8,0,14,5,9
856,857,857,other,age.gp2,Tr,NoTrade,Group,8,0,6,1,1,1,7,0,4,4,1,7,6,2
950,951,951,white,age.gp3,Tr,NoTrade,Group,19,3,5,6,5,2,16,1,9,10,1,18,14,5
956,957,957,black,age.gp2,Tr,NoTrade,NoGroup,12,0,7,1,4,6,5,1,3,9,1,11,5,7
1021,1022,1022,white,age.gp2,NoTr,Trade,Group,18,3,9,4,2,3,11,4,6,12,1,17,10,8
1242,1243,1243,white,age.gp2,Tr,NoTrade,NoGroup,11,0,7,1,3,0,11,0,4,7,1,10,10,1
1429,1430,1430,white,age.gp3,Tr,NoTrade,NoGroup,10,2,2,3,3,0,8,2,4,6,1,9,6,4
1455,1456,1456,white,age.gp1,NoTr,NoTrade,NoGroup,9,2,4,1,2,0,8,1,3,6,0,9,6,3
1560,1561,1561,white,age.gp3,NoTr,NoTrade,Group,13,1,6,5,1,1,11,1,3,10,2,11,7,6
1598,1599,1599,white,age.gp2,Tr,NoTrade,NoGroup,11,0,4,5,2,1,9,1,7,4,1,10,10,1
1626,1627,1627,white,age.gp1,NoTr,NoTrade,NoGroup,16,8,2,6,0,3,10,3,7,9,2,14,10,6
2064,2065,2065,white,age.gp3,Tr,NoTrade,Group,12,0,4,1,7,1,10,1,3,9,0,12,5,7
2102,2103,2103,white,age.gp2,Tr,NoTrade,Group,18,0,11,5,2,2,13,3,8,10,2,16,14,4
2152,2153,2153,other,age.gp2,NoTr,NoTrade,NoGroup,6,1,1,4,0,1,5,0,4,2,1,5,5,1
2279,2280,2280,other,age.gp2,Tr,NoTrade,Group,6,1,5,0,0,0,6,0,3,3,0,6,5,1
2283,2284,2284,other,age.gp2,Tr,NoTrade,Group,10,1,4,3,2,0,10,0,4,6,1,9,8,2
2301,2302,2302,other,age.gp2,Tr,NoTrade,Group,9,0,5,4,0,0,9,0,7,2,1,8,7,2
2318,2319,2319,white,age.gp2,NoTr,NoTrade,NoGroup,7,1,3,2,1,1,5,1,4,3,0,7,4,3
2329,2330,2330,white,age.gp3,Tr,NoTrade,Group,19,3,3,7,6,1,18,0,9,10,1,18,13,6
2348,2349,2349,black,age.gp2,NoTr,NoTrade,Group,22,0,10,7,5,9,11,2,11,11,1,21,13,9
2629,2630,2630,white,age.gp4,NoTr,NoTrade,NoGroup,2,0,1,0,1,0,2,0,1,1,0,2,2,0
2642,2643,2643,white,age.gp1,NoTr,NoTrade,NoGroup,10,8,1,1,0,1,6,3,3,7,0,10,3,7
2975,2976,2976,white,age.gp1,NoTr,NoTrade,Group,28,14,4,6,4,2,20,6,6,22,6,22,16,12
779,780,780,white,age.gp2,NoTr,NoTrade,NoGroup,8,0,5,2,1,2,4,2,3,5,0,8,5,3
1303,1304,1304,white,age.gp4,NoTr,NoTrade,Group,17,0,9,2,6,2,11,4,8,9,1,16,11,6
1411,1412,1412,white,age.gp3,NoTr,NoTrade,Group,22,1,6,7,8,1,21,0,7,15,1,21,14,8
1633,1634,1634,black,age.gp1,Tr,NoTrade,NoGroup,10,3,2,4,1,6,4,0,4,6,1,9,4,6
1835,1836,1836,black,age.gp4,NoTr,NoTrade,NoGroup,6,1,2,1,2,3,2,1,1,5,1,5,4,2
2166,2167,2167,black,age.gp2,NoTr,NoTrade,NoGroup,11,1,6,1,3,5,5,1,4,7,1,10,7,4
127,128,128,white,age.gp1,NoTr,NoTrade,NoGroup,15,6,6,2,1,2,11,2,5,10,1,14,7,8
365,366,366,black,age.gp4,NoTr,NoTrade,NoGroup,4,0,1,1,2,4,0,0,0,4,1,3,1,3
468,469,469,black,age.gp3,NoTr,Trade,Group,14,1,7,3,3,12,2,0,2,12,4,10,6,8
2735,2736,2736,black,age.gp3,NoTr,NoTrade,NoGroup,4,0,1,3,0,2,2,0,1,3,1,3,2,2
2956,2957,2957,white,age.gp2,Tr,NoTrade,Group,18,1,10,4,3,4,13,1,8,10,1,17,11,7
56,57,57,black,age.gp2,NoTr,NoTrade,NoGroup,10,2,7,1,0,6,4,0,2,8,0,10,4,6
137,138,138,white,age.gp2,NoTr,NoTrade,NoGroup,13,1,4,2,6,1,12,0,5,8,1,12,10,3
292,293,293,black,age.gp2,NoTr,NoTrade,Group,13,0,6,4,3,4,6,3,4,9,1,12,8,5
949,950,950,white,age.gp3,Tr,NoTrade,Group,23,4,6,10,3,4,17,2,6,17,2,21,12,11
1379,1380,1380,black,age.gp2,NoTr,NoTrade,NoGroup,7,0,3,4,0,4,2,1,2,5,0,7,2,5
1476,1477,1477,black,age.gp1,NoTr,NoTrade,NoGroup,7,5,1,0,1,3,3,1,1,6,3,4,4,3
2106,2107,2107,white,age.gp2,Tr,NoTrade,Group,27,1,13,8,5,4,22,1,13,14,0,27,20,7
2468,2469,2469,white,age.gp1,NoTr,NoTrade,NoGroup,17,9,5,0,3,1,14,2,8,9,0,17,9,8
2509,2510,2510,black,age.gp2,NoTr,NoTrade,NoGroup,9,0,5,4,0,6,3,0,0,9,0,9,4,5
2608,2609,2609,black,age.gp2,NoTr,NoTrade,Group,26,4,13,5,4,12,10,4,8,18,3,23,17,9
2671,2672,2672,white,age.gp3,NoTr,NoTrade,NoGroup,10,0,6,1,3,1,9,0,4,6,0,10,6,4
58,59,59,black,age.gp2,NoTr,NoTrade,NoGroup,3,1,2,0,0,2,1,0,2,1,1,2,2,1
788,789,789,black,age.gp1,Tr,NoTrade,NoGroup,12,5,1,4,2,6,4,2,1,11,1,11,3,9
59,60,60,white,age.gp4,NoTr,NoTrade,Group,7,0,0,1,6,1,6,0,3,4,0,7,4,3
76,77,77,white,age.gp4,NoTr,NoTrade,Group,9,1,1,1,6,2,7,0,4,5,1,8,7,2
930,931,931,white,age.gp3,NoTr,NoTrade,NoGroup,8,1,2,2,3,0,7,1,4,4,0,8,5,3
1071,1072,1072,white,age.gp4,NoTr,NoTrade,Group,12,1,1,0,10,0,11,1,3,9,0,12,9,3
1772,1773,1773,white,age.gp4,Tr,NoTrade,Group,17,1,2,3,11,0,16,1,5,12,0,17,12,5
1969,1970,1970,white,age.gp4,Tr,NoTrade,NoGroup,8,1,2,0,5,1,6,1,1,7,0,8,5,3
2028,2029,2029,white,age.gp4,Tr,NoTrade,Group,12,0,1,1,10,1,11,0,3,9,0,12,7,5
60,61,61,white,age.gp4,NoTr,NoTrade,Group,9,1,3,1,4,2,7,0,2,7,0,9,8,1
70,71,71,white,age.gp4,NoTr,NoTrade,Group,11,2,3,0,6,0,11,0,7,4,2,9,9,2
295,296,296,white,age.gp4,NoTr,NoTrade,Group,14,1,2,5,6,0,14,0,8,6,1,13,11,3
695,696,696,white,age.gp4,Tr,NoTrade,Group,11,0,3,1,7,1,9,1,1,10,1,10,7,4
1400,1401,1401,white,age.gp3,NoTr,NoTrade,Group,16,2,8,1,5,3,12,1,8,8,2,14,11,5
1428,1429,1429,white,age.gp2,Tr,NoTrade,Group,21,3,11,5,2,1,15,5,8,13,2,19,14,7
1948,1949,1949,white,age.gp4,NoTr,NoTrade,Group,15,0,3,2,10,2,13,0,7,8,1,14,13,2
2467,2468,2468,white,age.gp1,NoTr,NoTrade,NoGroup,13,7,4,1,1,3,9,1,5,8,0,13,7,6
61,62,62,white,age.gp4,NoTr,NoTrade,Group,17,5,0,2,10,1,15,1,3,14,1,16,8,9
174,175,175,white,age.gp3,NoTr,NoTrade,NoGroup,4,0,2,1,1,1,3,0,1,3,0,4,2,2
260,261,261,white,age.gp4,NoTr,NoTrade,NoGroup,5,0,0,1,4,1,4,0,0,5,0,5,3,2
264,265,265,white,age.gp4,NoTr,NoTrade,NoGroup,6,1,0,2,3,0,5,1,2,4,0,6,6,0
322,323,323,white,age.gp4,NoTr,NoTrade,Group,8,0,1,1,6,1,7,0,1,7,0,8,6,2
603,604,604,other,age.gp4,NoTr,NoTrade,NoGroup,1,0,0,0,1,0,1,0,0,1,0,1,1,0
1076,1077,1077,white,age.gp4,NoTr,NoTrade,Group,15,2,3,1,9,1,12,2,7,8,1,14,10,5
1460,1461,1461,white,age.gp1,NoTr,NoTrade,NoGroup,9,5,0,1,3,0,5,4,4,5,0,9,4,5
1510,1511,1511,white,age.gp4,NoTr,NoTrade,NoGroup,3,0,2,0,1,0,3,0,2,1,0,3,3,0
1575,1576,1576,white,age.gp4,Tr,NoTrade,Group,20,1,3,5,11,2,15,3,2,18,3,17,11,9
1726,1727,1727,white,age.gp1,Tr,NoTrade,NoGroup,13,5,3,3,2,0,10,3,4,9,1,12,5,8
2227,2228,2228,black,age.gp4,NoTr,Trade,Group,10,1,1,2,6,5,5,0,4,6,2,8,7,3
2337,2338,2338,white,age.gp3,Tr,NoTrade,Group,24,3,5,10,6,5,17,2,5,19,3,21,12,12
2578,2579,2579,white,age.gp4,NoTr,NoTrade,Group,15,1,2,4,8,1,13,1,4,11,3,12,13,2
2769,2770,2770,white,age.gp1,NoTr,NoTrade,NoGroup,13,7,1,2,3,0,12,1,4,9,3,10,7,6
62,63,63,white,age.gp4,NoTr,NoTrade,Group,11,1,1,1,8,3,8,0,2,9,0,11,4,7
406,407,407,black,age.gp4,NoTr,NoTrade,NoGroup,3,0,1,0,2,2,1,0,0,3,1,2,2,1
807,808,808,white,age.gp4,NoTr,NoTrade,NoGroup,2,0,0,0,2,0,2,0,0,2,0,2,2,0
1045,1046,1046,black,age.gp4,NoTr,NoTrade,NoGroup,7,1,0,1,5,3,3,1,2,5,1,6,4,3
1162,1163,1163,white,age.gp4,NoTr,NoTrade,NoGroup,5,0,1,2,2,0,4,1,2,3,0,5,2,3
1622,1623,1623,white,age.gp2,Tr,NoTrade,Group,19,1,7,7,4,3,16,0,4,15,1,18,13,6
2570,2571,2571,white,age.gp4,NoTr,NoTrade,Group,11,0,2,3,6,1,9,1,6,5,0,11,9,2
2632,2633,2633,white,age.gp4,NoTr,NoTrade,NoGroup,9,0,2,3,4,0,9,0,4,5,0,9,7,2
2726,2727,2727,black,age.gp3,NoTr,NoTrade,NoGroup,4,0,3,0,1,1,3,0,1,3,1,3,4,0
63,64,64,white,age.gp4,NoTr,NoTrade,Group,11,0,5,3,3,0,10,1,5,6,1,10,10,1
214,215,215,other,age.gp2,Tr,NoTrade,NoGroup,3,0,1,1,1,0,3,0,1,2,0,3,3,0
241,242,242,white,age.gp2,Tr,NoTrade,Group,29,4,10,8,7,5,22,2,6,23,3,26,21,8
954,955,955,white,age.gp3,Tr,NoTrade,Group,15,2,5,6,2,1,14,0,8,7,1,14,12,3
